site,month,date,time,chamber,side,spp,number
Duke,February,2/12/2011,9,8,a,none,0
Duke,February,2/12/2011,9,8,b,none,0
Duke,February,2/12/2011,9,7,a,none,0
Duke,February,2/12/2011,9,7,b,none,0
Duke,February,2/12/2011,9,1,a,none,0
Duke,February,2/12/2011,9,1,b,none,0
Duke,February,2/12/2011,9,4,a,none,0
Duke,February,2/12/2011,9,4,b,none,0
Duke,February,2/12/2011,9,2,a,none,0
Duke,February,2/12/2011,9,2,b,none,0
Duke,February,2/12/2011,9,5,a,none,0
Duke,February,2/12/2011,9,5,b,none,0
Duke,February,2/12/2011,9,6,a,none,0
Duke,February,2/12/2011,9,6,b,none,0
Duke,February,2/12/2011,9,3,a,none,0
Duke,February,2/12/2011,9,3,b,none,0
Duke,February,2/12/2011,9,15,a,none,0
Duke,February,2/12/2011,9,15,b,none,0
Duke,February,2/12/2011,9,14,a,none,0
Duke,February,2/12/2011,9,14,b,none,0
Duke,February,2/12/2011,9,13,a,none,0
Duke,February,2/12/2011,9,13,b,none,0
Duke,February,2/12/2011,10,9,a,none,0
Duke,February,2/12/2011,10,9,b,none,0
Duke,February,2/12/2011,10,11,a,none,0
Duke,February,2/12/2011,10,11,b,none,0
Duke,February,2/12/2011,10,10,a,none,0
Duke,February,2/12/2011,10,10,b,none,0
Duke,February,2/12/2011,10,12,a,none,0
Duke,February,2/12/2011,10,12,b,none,0
Duke,February,2/12/2011,10,8,a,none,0
Duke,February,2/12/2011,10,8,b,none,0
Duke,February,2/12/2011,10,7,a,none,0
Duke,February,2/12/2011,10,7,b,none,0
Duke,February,2/12/2011,10,1,a,none,0
Duke,February,2/12/2011,10,1,b,none,0
Duke,February,2/12/2011,10,4,a,none,0
Duke,February,2/12/2011,10,4,b,none,0
Duke,February,2/12/2011,10,2,a,none,0
Duke,February,2/12/2011,10,2,b,none,0
Duke,February,2/12/2011,10,5,a,none,0
Duke,February,2/12/2011,10,5,b,none,0
Duke,February,2/12/2011,10,6,a,none,0
Duke,February,2/12/2011,10,6,b,none,0
Duke,February,2/12/2011,10,3,a,none,0
Duke,February,2/12/2011,10,3,b,none,0
Duke,February,2/12/2011,10,15,a,none,0
Duke,February,2/12/2011,10,15,b,none,0
Duke,February,2/12/2011,10,14,a,prim,1
Duke,February,2/12/2011,10,14,b,none,0
Duke,February,2/12/2011,10,13,a,none,0
Duke,February,2/12/2011,10,13,b,none,0
Duke,February,2/12/2011,11,9,a,none,0
Duke,February,2/12/2011,11,9,b,none,0
Duke,February,2/12/2011,11,11,a,none,0
Duke,February,2/12/2011,11,11,b,none,0
Duke,February,2/12/2011,11,10,a,none,0
Duke,February,2/12/2011,11,10,b,none,0
Duke,February,2/12/2011,11,12,a,none,0
Duke,February,2/12/2011,11,12,b,none,0
Duke,February,2/12/2011,11,8,a,none,0
Duke,February,2/12/2011,11,8,b,none,0
Duke,February,2/12/2011,11,7,a,none,0
Duke,February,2/12/2011,11,7,b,none,0
Duke,February,2/12/2011,11,1,a,none,0
Duke,February,2/12/2011,11,1,b,none,0
Duke,February,2/12/2011,11,4,a,none,0
Duke,February,2/12/2011,11,4,b,none,0
Duke,February,2/12/2011,11,2,a,none,0
Duke,February,2/12/2011,11,2,b,none,0
Duke,February,2/12/2011,11,5,a,none,0
Duke,February,2/12/2011,11,5,b,none,0
Duke,February,2/12/2011,11,6,a,none,0
Duke,February,2/12/2011,11,6,b,none,0
Duke,February,2/12/2011,11,3,a,prim,6
Duke,February,2/12/2011,11,3,b,none,0
Duke,February,2/12/2011,11,15,a,prim,1
Duke,February,2/12/2011,11,15,b,none,0
Duke,February,2/12/2011,11,14,a,prim,3
Duke,February,2/12/2011,11,14,b,none,0
Duke,February,2/12/2011,11,13,a,none,0
Duke,February,2/12/2011,11,13,b,none,0
Duke,February,2/12/2011,12,9,a,none,0
Duke,February,2/12/2011,12,9,b,none,0
Duke,February,2/12/2011,12,11,a,none,0
Duke,February,2/12/2011,12,11,b,none,0
Duke,February,2/12/2011,12,10,a,none,0
Duke,February,2/12/2011,12,10,b,none,0
Duke,February,2/12/2011,12,12,a,none,0
Duke,February,2/12/2011,12,12,b,none,0
Duke,February,2/12/2011,12,8,a,none,0
Duke,February,2/12/2011,12,8,b,none,0
Duke,February,2/12/2011,12,7,a,none,0
Duke,February,2/12/2011,12,7,b,none,0
Duke,February,2/12/2011,12,1,a,none,0
Duke,February,2/12/2011,12,1,b,none,0
Duke,February,2/12/2011,12,4,a,none,0
Duke,February,2/12/2011,12,4,b,none,0
Duke,February,2/12/2011,12,2,a,none,0
Duke,February,2/12/2011,12,2,b,prim,6
Duke,February,2/12/2011,12,5,a,none,0
Duke,February,2/12/2011,12,5,b,none,0
Duke,February,2/12/2011,12,6,a,none,0
Duke,February,2/12/2011,12,6,b,prim,13
Duke,February,2/12/2011,12,3,a,prim,4
Duke,February,2/12/2011,12,3,b,none,0
Duke,February,2/12/2011,12,15,a,none,0
Duke,February,2/12/2011,12,15,b,none,0
Duke,February,2/12/2011,12,14,a,prim,8
Duke,February,2/12/2011,12,14,b,none,0
Duke,February,2/12/2011,12,13,a,none,0
Duke,February,2/12/2011,12,13,b,none,0
Duke,February,2/12/2011,13,9,a,none,0
Duke,February,2/12/2011,13,9,b,none,0
Duke,February,2/12/2011,13,11,a,none,0
Duke,February,2/12/2011,13,11,b,none,0
Duke,February,2/12/2011,13,10,a,none,0
Duke,February,2/12/2011,13,10,b,none,0
Duke,February,2/12/2011,13,12,a,none,0
Duke,February,2/12/2011,13,12,b,none,0
Duke,February,2/12/2011,13,8,a,none,0
Duke,February,2/12/2011,13,8,b,none,0
Duke,February,2/12/2011,13,7,a,none,0
Duke,February,2/12/2011,13,7,b,none,0
Duke,February,2/12/2011,13,1,a,none,0
Duke,February,2/12/2011,13,1,b,none,0
Duke,February,2/12/2011,13,4,a,none,0
Duke,February,2/12/2011,13,4,b,none,0
Duke,February,2/12/2011,13,2,a,none,0
Duke,February,2/12/2011,13,2,b,prim,1
Duke,February,2/12/2011,13,5,a,none,0
Duke,February,2/12/2011,13,5,b,none,0
Duke,February,2/12/2011,13,6,a,prim,1
Duke,February,2/12/2011,13,6,b,prim,20
Duke,February,2/12/2011,13,3,a,prim,7
Duke,February,2/12/2011,13,3,b,none,0
Duke,February,2/12/2011,13,15,a,prim,1
Duke,February,2/12/2011,13,15,b,none,0
Duke,February,2/12/2011,13,14,a,prim,2
Duke,February,2/12/2011,13,14,b,prim,1
Duke,February,2/12/2011,13,13,a,none,0
Duke,February,2/12/2011,13,13,b,none,0
Duke,February,2/12/2011,14,9,a,none,0
Duke,February,2/12/2011,14,9,b,none,0
Duke,February,2/12/2011,14,11,a,none,0
Duke,February,2/12/2011,14,11,b,none,0
Duke,February,2/12/2011,14,10,a,none,0
Duke,February,2/12/2011,14,10,b,none,0
Duke,February,2/12/2011,14,12,a,none,0
Duke,February,2/12/2011,14,12,b,none,0
Duke,February,2/12/2011,14,8,a,none,0
Duke,February,2/12/2011,14,8,b,none,0
Duke,February,2/12/2011,14,7,a,none,0
Duke,February,2/12/2011,14,7,b,none,0
Duke,February,2/12/2011,14,1,a,none,0
Duke,February,2/12/2011,14,1,b,none,0
Duke,February,2/12/2011,14,4,a,none,0
Duke,February,2/12/2011,14,4,b,none,0
Duke,February,2/12/2011,14,2,a,none,0
Duke,February,2/12/2011,14,2,b,prim,2
Duke,February,2/12/2011,14,5,a,none,0
Duke,February,2/12/2011,14,5,b,none,0
Duke,February,2/12/2011,14,6,a,none,0
Duke,February,2/12/2011,14,6,b,prim,20
Duke,February,2/12/2011,14,3,a,prim,9
Duke,February,2/12/2011,14,3,b,prim,2
Duke,February,2/12/2011,14,15,a,none,0
Duke,February,2/12/2011,14,15,b,none,0
Duke,February,2/12/2011,14,14,a,prim,2
Duke,February,2/12/2011,14,14,b,prim,1
Duke,February,2/12/2011,14,13,a,none,0
Duke,February,2/12/2011,14,13,b,none,0
Duke,February,2/12/2011,15,9,a,none,0
Duke,February,2/12/2011,15,9,b,none,0
Duke,February,2/12/2011,15,11,a,none,0
Duke,February,2/12/2011,15,11,b,none,0
Duke,February,2/12/2011,15,10,a,none,0
Duke,February,2/12/2011,15,10,b,none,0
Duke,February,2/12/2011,15,12,a,none,0
Duke,February,2/12/2011,15,12,b,none,0
Duke,February,2/12/2011,15,8,a,none,0
Duke,February,2/12/2011,15,8,b,none,0
Duke,February,2/12/2011,15,7,a,none,0
Duke,February,2/12/2011,15,7,b,none,0
Duke,February,2/12/2011,15,1,a,none,0
Duke,February,2/12/2011,15,1,b,none,0
Duke,February,2/12/2011,15,4,a,none,0
Duke,February,2/12/2011,15,4,b,none,0
Duke,February,2/12/2011,15,2,a,none,0
Duke,February,2/12/2011,15,2,b,prim,1
Duke,February,2/12/2011,15,5,a,none,0
Duke,February,2/12/2011,15,5,b,none,0
Duke,February,2/12/2011,15,6,a,none,0
Duke,February,2/12/2011,15,6,b,prim,19
Duke,February,2/12/2011,15,3,a,prim,5
Duke,February,2/12/2011,15,3,b,prim,2
Duke,February,2/12/2011,15,15,a,none,0
Duke,February,2/12/2011,15,15,b,none,0
Duke,February,2/12/2011,15,14,a,none,0
Duke,February,2/12/2011,15,14,b,none,0
Duke,February,2/12/2011,15,13,a,none,0
Duke,February,2/12/2011,15,13,b,none,0
Duke,February,2/12/2011,16,9,a,none,0
Duke,February,2/12/2011,16,9,b,none,0
Duke,February,2/12/2011,16,11,a,none,0
Duke,February,2/12/2011,16,11,b,none,0
Duke,February,2/12/2011,16,10,a,none,0
Duke,February,2/12/2011,16,10,b,prim,1
Duke,February,2/12/2011,16,12,a,none,0
Duke,February,2/12/2011,16,12,b,none,0
Duke,February,2/12/2011,16,8,a,none,0
Duke,February,2/12/2011,16,8,b,none,0
Duke,February,2/12/2011,16,7,a,none,0
Duke,February,2/12/2011,16,7,b,none,0
Duke,February,2/12/2011,16,1,a,prim,1
Duke,February,2/12/2011,16,1,b,none,0
Duke,February,2/12/2011,16,4,a,none,0
Duke,February,2/12/2011,16,4,b,none,0
Duke,February,2/12/2011,16,2,a,none,0
Duke,February,2/12/2011,16,2,b,prim,2
Duke,February,2/12/2011,16,5,a,none,0
Duke,February,2/12/2011,16,5,b,none,0
Duke,February,2/12/2011,16,6,a,none,0
Duke,February,2/12/2011,16,6,b,prim,28
Duke,February,2/12/2011,16,3,a,prim,3
Duke,February,2/12/2011,16,3,b,none,0
Duke,February,2/12/2011,16,15,a,prim,14
Duke,February,2/12/2011,16,15,b,none,0
Duke,February,2/12/2011,16,14,a,prim,2
Duke,February,2/12/2011,16,14,b,prim,4
Duke,February,2/12/2011,16,13,a,none,0
Duke,February,2/12/2011,16,13,b,none,0
Duke,February,2/12/2011,17,9,a,none,0
Duke,February,2/12/2011,17,9,b,none,0
Duke,February,2/12/2011,17,11,a,none,0
Duke,February,2/12/2011,17,11,b,none,0
Duke,February,2/12/2011,17,10,a,none,0
Duke,February,2/12/2011,17,10,b,none,0
Duke,February,2/12/2011,17,12,a,none,0
Duke,February,2/12/2011,17,12,b,none,0
Duke,February,2/12/2011,17,8,a,none,0
Duke,February,2/12/2011,17,8,b,none,0
Duke,February,2/12/2011,17,7,a,none,0
Duke,February,2/12/2011,17,7,b,none,0
Duke,February,2/12/2011,17,1,a,none,0
Duke,February,2/12/2011,17,1,b,none,0
Duke,February,2/12/2011,17,4,a,none,0
Duke,February,2/12/2011,17,4,b,none,0
Duke,February,2/12/2011,17,2,a,none,0
Duke,February,2/12/2011,17,2,b,none,0
Duke,February,2/12/2011,17,5,a,none,0
Duke,February,2/12/2011,17,5,b,none,0
Duke,February,2/12/2011,17,6,a,none,0
Duke,February,2/12/2011,17,6,b,prim,34
Duke,February,2/12/2011,17,3,a,prim,2
Duke,February,2/12/2011,17,3,b,prim,1
Duke,February,2/12/2011,17,15,a,prim,33
Duke,February,2/12/2011,17,15,b,none,0
Duke,February,2/12/2011,17,14,a,none,0
Duke,February,2/12/2011,17,14,b,prim,3
Duke,February,2/12/2011,17,13,a,none,0
Duke,February,2/12/2011,17,13,b,none,0
Duke,February,2/12/2011,18,9,a,none,0
Duke,February,2/12/2011,18,9,b,none,0
Duke,February,2/12/2011,18,11,a,none,0
Duke,February,2/12/2011,18,11,b,none,0
Duke,February,2/12/2011,18,10,a,none,0
Duke,February,2/12/2011,18,10,b,none,0
Duke,February,2/12/2011,18,12,a,none,0
Duke,February,2/12/2011,18,12,b,none,0
Duke,February,2/12/2011,18,8,a,none,0
Duke,February,2/12/2011,18,8,b,none,0
Duke,February,2/12/2011,18,7,a,none,0
Duke,February,2/12/2011,18,7,b,none,0
Duke,February,2/12/2011,18,1,a,none,0
Duke,February,2/12/2011,18,1,b,none,0
Duke,February,2/12/2011,18,4,a,none,0
Duke,February,2/12/2011,18,4,b,none,0
Duke,February,2/12/2011,18,2,a,none,0
Duke,February,2/12/2011,18,2,b,none,0
Duke,February,2/12/2011,18,5,a,none,0
Duke,February,2/12/2011,18,5,b,none,0
Duke,February,2/12/2011,18,6,a,none,0
Duke,February,2/12/2011,18,6,b,prim,16
Duke,February,2/12/2011,18,3,a,prim,1
Duke,February,2/12/2011,18,3,b,prim,3
Duke,February,2/12/2011,18,15,a,prim,1
Duke,February,2/12/2011,18,15,b,none,0
Duke,February,2/12/2011,18,14,a,none,0
Duke,February,2/12/2011,18,14,b,none,0
Duke,February,2/12/2011,18,13,a,none,0
Duke,February,2/12/2011,18,13,b,none,0
Duke,February,2/12/2011,19,9,a,none,0
Duke,February,2/12/2011,19,9,b,none,0
Duke,February,2/12/2011,19,11,a,none,0
Duke,February,2/12/2011,19,11,b,none,0
Duke,February,2/12/2011,19,10,a,none,0
Duke,February,2/12/2011,19,10,b,none,0
Duke,February,2/12/2011,19,12,a,none,0
Duke,February,2/12/2011,19,12,b,none,0
Duke,February,2/12/2011,19,8,a,none,0
Duke,February,2/12/2011,19,8,b,none,0
Duke,February,2/12/2011,19,7,a,none,0
Duke,February,2/12/2011,19,7,b,none,0
Duke,February,2/12/2011,19,1,a,none,0
Duke,February,2/12/2011,19,1,b,none,0
Duke,February,2/12/2011,19,4,a,none,0
Duke,February,2/12/2011,19,4,b,none,0
Duke,February,2/12/2011,19,2,a,none,0
Duke,February,2/12/2011,19,2,b,none,0
Duke,February,2/12/2011,19,5,a,none,0
Duke,February,2/12/2011,19,5,b,none,0
Duke,February,2/12/2011,19,6,a,none,0
Duke,February,2/12/2011,19,6,b,prim,3
Duke,February,2/12/2011,19,3,a,none,0
Duke,February,2/12/2011,19,3,b,none,0
Duke,February,2/12/2011,19,15,a,none,0
Duke,February,2/12/2011,19,15,b,none,0
Duke,February,2/12/2011,19,14,a,none,0
Duke,February,2/12/2011,19,14,b,none,0
Duke,February,2/12/2011,19,13,a,none,0
Duke,February,2/12/2011,19,13,b,none,0
Duke,February,2/12/2011,20,9,a,none,0
Duke,February,2/12/2011,20,9,b,none,0
Duke,February,2/12/2011,20,11,a,none,0
Duke,February,2/12/2011,20,11,b,none,0
Duke,February,2/12/2011,20,10,a,none,0
Duke,February,2/12/2011,20,10,b,none,0
Duke,February,2/12/2011,20,12,a,none,0
Duke,February,2/12/2011,20,12,b,none,0
Duke,February,2/12/2011,20,8,a,none,0
Duke,February,2/12/2011,20,8,b,none,0
Duke,February,2/12/2011,20,7,a,none,0
Duke,February,2/12/2011,20,7,b,none,0
Duke,February,2/12/2011,20,1,a,none,0
Duke,February,2/12/2011,20,1,b,none,0
Duke,February,2/12/2011,20,4,a,none,0
Duke,February,2/12/2011,20,4,b,none,0
Duke,February,2/12/2011,20,2,a,none,0
Duke,February,2/12/2011,20,2,b,none,0
Duke,February,2/12/2011,20,5,a,none,0
Duke,February,2/12/2011,20,5,b,none,0
Duke,February,2/12/2011,20,6,a,none,0
Duke,February,2/12/2011,20,6,b,none,0
Duke,February,2/12/2011,20,3,a,none,0
Duke,February,2/12/2011,20,3,b,none,0
Duke,February,2/12/2011,20,15,a,none,0
Duke,February,2/12/2011,20,15,b,none,0
Duke,February,2/12/2011,20,14,a,none,0
Duke,February,2/12/2011,20,14,b,none,0
Duke,February,2/12/2011,20,13,a,none,0
Duke,February,2/12/2011,20,13,b,none,0
Duke,February,2/12/2011,21,9,a,none,0
Duke,February,2/12/2011,21,9,b,none,0
Duke,February,2/12/2011,21,11,a,none,0
Duke,February,2/12/2011,21,11,b,none,0
Duke,February,2/12/2011,21,10,a,none,0
Duke,February,2/12/2011,21,10,b,none,0
Duke,February,2/12/2011,21,12,a,none,0
Duke,February,2/12/2011,21,12,b,none,0
Duke,February,2/12/2011,21,8,a,none,0
Duke,February,2/12/2011,21,8,b,none,0
Duke,February,2/12/2011,21,7,a,none,0
Duke,February,2/12/2011,21,7,b,none,0
Duke,February,2/12/2011,21,1,a,none,0
Duke,February,2/12/2011,21,1,b,none,0
Duke,February,2/12/2011,21,4,a,none,0
Duke,February,2/12/2011,21,4,b,none,0
Duke,February,2/12/2011,21,2,a,none,0
Duke,February,2/12/2011,21,2,b,none,0
Duke,February,2/12/2011,21,5,a,none,0
Duke,February,2/12/2011,21,5,b,none,0
Duke,February,2/12/2011,21,6,a,none,0
Duke,February,2/12/2011,21,6,b,none,0
Duke,February,2/12/2011,21,3,a,none,0
Duke,February,2/12/2011,21,3,b,none,0
Duke,February,2/12/2011,21,15,a,none,0
Duke,February,2/12/2011,21,15,b,none,0
Duke,February,2/12/2011,21,14,a,none,0
Duke,February,2/12/2011,21,14,b,none,0
Duke,February,2/12/2011,21,13,a,none,0
Duke,February,2/12/2011,21,13,b,none,0
Duke,April,4/8/2011,14,9,a,none,0
Duke,April,4/8/2011,14,9,b,none,0
Duke,April,4/8/2011,14,11,a,fosu,4
Duke,April,4/8/2011,14,11,a,crli,3
Duke,April,4/8/2011,14,11,b,fosu,2
Duke,April,4/8/2011,14,10,a,crli,2
Duke,April,4/8/2011,14,10,b,crli,3
Duke,April,4/8/2011,14,12,a,none,0
Duke,April,4/8/2011,14,12,b,fosu,4
Duke,April,4/8/2011,14,8,a,crli,28
Duke,April,4/8/2011,14,8,b,crli,2
Duke,April,4/8/2011,14,7,a,crli,47
Duke,April,4/8/2011,14,7,b,fosu,1
Duke,April,4/8/2011,14,7,b,crli,36
Duke,April,4/8/2011,14,1,a,tecu,1
Duke,April,4/8/2011,14,1,b,tecu,2
Duke,April,4/8/2011,14,4,a,fosu,1
Duke,April,4/8/2011,14,4,b,none,0
Duke,April,4/8/2011,14,2,a,none,0
Duke,April,4/8/2011,14,2,b,none,0
Duke,April,4/8/2011,14,5,a,none,0
Duke,April,4/8/2011,14,5,b,none,0
Duke,April,4/8/2011,14,6,a,crli,1
Duke,April,4/8/2011,14,6,b,tecu,1
Duke,April,4/8/2011,14,3,a,crli,8
Duke,April,4/8/2011,14,3,a,fosu,5
Duke,April,4/8/2011,14,3,b,crli,1
Duke,April,4/8/2011,14,3,b,fosu,2
Duke,April,4/8/2011,14,15,a,fosu,1
Duke,April,4/8/2011,14,15,b,none,0
Duke,April,4/8/2011,14,14,a,none,0
Duke,April,4/8/2011,14,14,b,fosu,3
Duke,April,4/8/2011,14,13,a,none,0
Duke,April,4/8/2011,14,13,b,none,0
Duke,April,4/8/2011,15,9,a,crli,23
Duke,April,4/8/2011,15,9,b,crli,2
Duke,April,4/8/2011,15,11,a,fosu,1
Duke,April,4/8/2011,15,11,a,crli,5
Duke,April,4/8/2011,15,11,b,fosu,1
Duke,April,4/8/2011,15,11,b,tecu,1
Duke,April,4/8/2011,15,11,b,crli,2
Duke,April,4/8/2011,15,10,a,crli,11
Duke,April,4/8/2011,15,10,b,crli,17
Duke,April,4/8/2011,15,12,a,tecu,1
Duke,April,4/8/2011,15,12,a,cape,1
Duke,April,4/8/2011,15,12,b,tecu,1
Duke,April,4/8/2011,15,8,a,crli,26
Duke,April,4/8/2011,15,8,b,crli,3
Duke,April,4/8/2011,15,7,a,crli,64
Duke,April,4/8/2011,15,7,b,crli,35
Duke,April,4/8/2011,15,1,a,crli,2
Duke,April,4/8/2011,15,1,a,tecu,1
Duke,April,4/8/2011,15,1,b,tecu,3
Duke,April,4/8/2011,15,4,a,crli,12
Duke,April,4/8/2011,15,4,b,crli,16
Duke,April,4/8/2011,15,2,a,fopa,1
Duke,April,4/8/2011,15,2,b,none,0
Duke,April,4/8/2011,15,5,a,none,0
Duke,April,4/8/2011,15,5,b,none,0
Duke,April,4/8/2011,15,6,a,none,0
Duke,April,4/8/2011,15,6,b,cape,1
Duke,April,4/8/2011,15,6,b,tecu,1
Duke,April,4/8/2011,15,3,a,crli,12
Duke,April,4/8/2011,15,3,a,fosu,1
Duke,April,4/8/2011,15,3,b,tecu,1
Duke,April,4/8/2011,15,3,b,crli,1
Duke,April,4/8/2011,15,3,b,fosu,1
Duke,April,4/8/2011,15,15,a,none,0
Duke,April,4/8/2011,15,15,b,none,0
Duke,April,4/8/2011,15,14,a,none,0
Duke,April,4/8/2011,15,14,b,fosu,3
Duke,April,4/8/2011,15,13,a,fosu,1
Duke,April,4/8/2011,15,13,a,crli,1
Duke,April,4/8/2011,15,13,b,none,0
Duke,April,4/8/2011,16,9,a,crli,12
Duke,April,4/8/2011,16,9,b,crli,20
Duke,April,4/8/2011,16,11,a,fosu,1
Duke,April,4/8/2011,16,11,b,fosu,7
Duke,April,4/8/2011,16,10,a,crli,12
Duke,April,4/8/2011,16,10,b,crli,4
Duke,April,4/8/2011,16,12,a,tecu,1
Duke,April,4/8/2011,16,12,a,fosu,1
Duke,April,4/8/2011,16,12,b,fosu,1
Duke,April,4/8/2011,16,8,a,crli,28
Duke,April,4/8/2011,16,8,b,crli,18
Duke,April,4/8/2011,16,7,a,crli,86
Duke,April,4/8/2011,16,7,b,crli,55
Duke,April,4/8/2011,16,1,b,tecu,5
Duke,April,4/8/2011,16,1,b,unk,1
Duke,April,4/8/2011,16,1,a,crli,12
Duke,April,4/8/2011,16,4,a,crli,12
Duke,April,4/8/2011,16,4,b,crli,18
Duke,April,4/8/2011,16,2,a,none,0
Duke,April,4/8/2011,16,2,b,crli,1
Duke,April,4/8/2011,16,5,a,none,0
Duke,April,4/8/2011,16,5,b,none,0
Duke,April,4/8/2011,16,6,a,none,0
Duke,April,4/8/2011,16,6,b,tecu,3
Duke,April,4/8/2011,16,3,a,crli,16
Duke,April,4/8/2011,16,3,a,fosu,2
Duke,April,4/8/2011,16,3,b,tecu,3
Duke,April,4/8/2011,16,3,b,crli,1
Duke,April,4/8/2011,16,15,a,none,0
Duke,April,4/8/2011,16,15,b,crli,1
Duke,April,4/8/2011,16,14,a,tecu,2
Duke,April,4/8/2011,16,14,a,crli,1
Duke,April,4/8/2011,16,14,b,fosu,1
Duke,April,4/8/2011,16,14,b,crli,3
Duke,April,4/8/2011,16,13,a,none,0
Duke,April,4/8/2011,16,13,b,none,0
Duke,April,4/8/2011,17,9,a,crli,20
Duke,April,4/8/2011,17,9,b,crli,17
Duke,April,4/8/2011,17,11,a,fosu,1
Duke,April,4/8/2011,17,11,b,fosu,2
Duke,April,4/8/2011,17,10,a,crli,12
Duke,April,4/8/2011,17,10,b,tecu,1
Duke,April,4/8/2011,17,10,b,cape,1
Duke,April,4/8/2011,17,12,a,crli,2
Duke,April,4/8/2011,17,12,a,fosu,1
Duke,April,4/8/2011,17,12,b,cape,2
Duke,April,4/8/2011,17,8,a,crli,42
Duke,April,4/8/2011,17,8,b,crli,13
Duke,April,4/8/2011,17,7,a,crli,76
Duke,April,4/8/2011,17,7,b,crli,50
Duke,April,4/8/2011,17,7,b,fosu,1
Duke,April,4/8/2011,17,1,a,crli,25
Duke,April,4/8/2011,17,1,b,tecu,3
Duke,April,4/8/2011,17,4,a,crli,22
Duke,April,4/8/2011,17,4,b,crli,13
Duke,April,4/8/2011,17,2,a,crli,1
Duke,April,4/8/2011,17,2,b,crli,5
Duke,April,4/8/2011,17,5,a,none,0
Duke,April,4/8/2011,17,5,b,none,0
Duke,April,4/8/2011,17,6,a,tecu,1
Duke,April,4/8/2011,17,6,a,crli,1
Duke,April,4/8/2011,17,6,b,crli,6
Duke,April,4/8/2011,17,3,a,crli,8
Duke,April,4/8/2011,17,3,a,tecu,1
Duke,April,4/8/2011,17,3,b,none,0
Duke,April,4/8/2011,17,15,a,none,0
Duke,April,4/8/2011,17,15,b,crli,3
Duke,April,4/8/2011,17,14,a,crli,1
Duke,April,4/8/2011,17,14,b,crli,2
Duke,April,4/8/2011,17,13,a,crli,9
Duke,April,4/8/2011,17,13,a,fosu,1
Duke,April,4/8/2011,17,13,b,none,0
Duke,April,4/8/2011,18,9,a,crli,13
Duke,April,4/8/2011,18,9,b,crli,14
Duke,April,4/8/2011,18,11,a,cape,2
Duke,April,4/8/2011,18,11,b,cape,2
Duke,April,4/8/2011,18,10,a,crli,11
Duke,April,4/8/2011,18,10,b,cape,1
Duke,April,4/8/2011,18,12,a,crli,1
Duke,April,4/8/2011,18,12,a,tecu,2
Duke,April,4/8/2011,18,12,b,crli,1
Duke,April,4/8/2011,18,12,b,fosu,1
Duke,April,4/8/2011,18,8,a,crli,32
Duke,April,4/8/2011,18,8,a,fosu,1
Duke,April,4/8/2011,18,8,b,crli,6
Duke,April,4/8/2011,18,7,a,crli,117
Duke,April,4/8/2011,18,7,b,crli,48
Duke,April,4/8/2011,18,1,a,crli,30
Duke,April,4/8/2011,18,1,b,crli,8
Duke,April,4/8/2011,18,1,b,tecu,1
Duke,April,4/8/2011,18,4,a,crli,26
Duke,April,4/8/2011,18,4,b,crli,26
Duke,April,4/8/2011,18,2,a,none,0
Duke,April,4/8/2011,18,2,b,crli,2
Duke,April,4/8/2011,18,5,a,none,0
Duke,April,4/8/2011,18,5,b,none,0
Duke,April,4/8/2011,18,6,a,fosu,1
Duke,April,4/8/2011,18,6,a,crli,3
Duke,April,4/8/2011,18,6,b,crli,6
Duke,April,4/8/2011,18,6,b,tecu,1
Duke,April,4/8/2011,18,3,a,crli,15
Duke,April,4/8/2011,18,3,b,fosu,1
Duke,April,4/8/2011,18,15,a,none,0
Duke,April,4/8/2011,18,15,b,crli,2
Duke,April,4/8/2011,18,14,a,tecu,2
Duke,April,4/8/2011,18,14,b,none,0
Duke,April,4/8/2011,18,13,a,fosu,1
Duke,April,4/8/2011,18,13,a,crli,8
Duke,April,4/8/2011,18,13,b,none,0
Duke,April,4/8/2011,19,9,a,crli,6
Duke,April,4/8/2011,19,9,a,tecu,1
Duke,April,4/8/2011,19,9,b,crli,16
Duke,April,4/8/2011,19,11,a,cape,3
Duke,April,4/8/2011,19,11,b,cape,3
Duke,April,4/8/2011,19,10,a,crli,12
Duke,April,4/8/2011,19,10,b,cape,6
Duke,April,4/8/2011,19,12,a,tecu,2
Duke,April,4/8/2011,19,12,b,cape,2
Duke,April,4/8/2011,19,12,b,tecu,1
Duke,April,4/8/2011,19,8,a,fosu,4
Duke,April,4/8/2011,19,8,b,crli,6
Duke,April,4/8/2011,19,7,a,crli,116
Duke,April,4/8/2011,19,7,b,cape,4
Duke,April,4/8/2011,19,1,a,crli,36
Duke,April,4/8/2011,19,1,b,crli,12
Duke,April,4/8/2011,19,1,b,tecu,1
Duke,April,4/8/2011,19,4,a,crli,28
Duke,April,4/8/2011,19,4,b,crli,23
Duke,April,4/8/2011,19,2,a,none,0
Duke,April,4/8/2011,19,2,b,crli,6
Duke,April,4/8/2011,19,5,a,none,0
Duke,April,4/8/2011,19,5,b,none,0
Duke,April,4/8/2011,19,6,a,crli,7
Duke,April,4/8/2011,19,6,a,tecu,3
Duke,April,4/8/2011,19,6,b,crli,7
Duke,April,4/8/2011,19,3,a,crli,33
Duke,April,4/8/2011,19,3,b,tecu,1
Duke,April,4/8/2011,19,3,b,crli,9
Duke,April,4/8/2011,19,3,b,cape,1
